label,language,cleanedtweet
1.4,English, vote bt dynamit son sung deuk favechoreographi iheartaward 
1.6,English,“follow god exampl therefor dear love children” ephesian 
3.25,English, rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingthank takatina babi kickedkķkkķk kinda worri whole morn
1.0,English,  jung hoseok vote btsarmi bestfanarmi  iheartaward 
1.6,English, come im done bullshit femal r stupid allow shame becau look like fool
3.0,English,want live life fullest
1.6,English,look smol trip say nice bboy move im cackl http
1.6,English,bless give much know give  khalil gibran quot
3.2,English,  would humili embarrass wast time energi
2.333333333,English,need mf step game cau way man came almost threw 
1.8,English, thank support go resist dictatori move part hed provinci govern
1.0,English, piec candi
1.75,English, cook mf facewithtearsofjoy
1.0,English,      thank archana 
2.25,English, sure make banner dm
1.0,English,     either tournament winner okhand
1.0,English,  marijuana perform enhanc drug unless compet gold snack eat
1.0,English, g une updat
1.2,English, beyoncé overr
1.6,English, coma two year hahahaha bringmehrabback
2.8,English,  pretti
2.0,English,want partyyi loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfac
3.0,English,im truli lucki alway certain time peopl come go right
1.2,English,tbh think like orang juic appl juic
2.0,English,boy make cute girl http
2.0,English,man god get http
2.0,English, nova load chiz curl 
1.0,English,  concur rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaugh
3.0,English, yasss besti iv stream  na hahaha manifest bt come ph 🥲foldedhandstwoheart
5.0,English,eat dick cuddl
1.25,English,vote  cold track week http http
1.25,English, thank follow
1.6,English,   make k
1.4,English,futur fighter ygo best opnen beca sung onoken hosoya honest one reach level
1.4,English,check latest podcast http podbean
1.8,English,lrt honest tho earth sumn
3.2,English,bed cover sexual paraffin
1.0,English, excit
2.6,English,first birthday away home im low key sad
1.0,English, spring day vote bt  bestduogroupoftheyear iheartaward
1.2,English,bird shit ur window good luck right
1.2,English, ever ate wax cube kinda like crumbl somehow sadder
2.4,English, tri procrastin go twitter end studi loudlycryingfaceloudlycryingfac
2.0,English, lol veri cute vaca match nailpolishmediumskinton onli white like twice tiredfacerollingonthefloorlaugh onli match set
2.0,English,  time
1.4,English,    great version well  http
3.25,English,much
1.8,English,three year ago die wish play first show  becam five piec band http
1.6,English,  said grandchild cold covid doe mean kid get
1.0,English, id rather bathroom sink instead
1.333333333,English, okay wait
2.5,English, cours tell anyth
1.75,English, total racist immigr rule appli
2.0,English,  show parent standard localityfrom belong
1.2,English,   upload pictur meme
1.2,English, guess work
1.6,English,see peopl nasti hoarder
2.2,English,dike shouldnt ml
2.0,English,tri better everyday
2.0,English, stop u http
1.25,English,problem alway decid privat concert im listen music “writing” instead ani actual write
1.2,English,chromatica koatica galactica room see first one born galaxi  http
1.4,English, criticalthink skill desper need
3.0,English,ever urg look reggi hentai
2.2,English,utah peopl decid want motiv speaker train therapi educ whatsoev weird
2.2,English,  ye problem
1.25,English,normal act like izon disband
2.2,English,im obnoxi weird peopl still love friend dont like becau obnoxi weird get better friend
1.8,English, hey bast thnx give first step stone reali flaw christian befor left
2.0,English, good morn http
3.25,English,good night
2.5,English, big er facewithstuckouttonguewinkingeyefacewithstuckouttonguewinkingeyerollingonthefloorlaugh
1.0,English,good yow
2.0,English,“fuck job” spirit heavi hou today wearyfac
2.4,English, bartman made everyth smooth easi would sell  legit
1.2,English,vote cardigan taylor swift best lyric award cardigan bestlyr iheartaward 
1.25,English,istg thing crack http
1.0,English,earn money buyingcar sellingcar exclu car salesman carbusi  http
2.2,English,want go waikiki girl stay homeim go stay home smilingfacewithopenmouthcoldsweat
1.8,English,  madami ill give fewpeopl leav reach expect peopl hate
1.333333333,English, http
3.25,English,want man orgasm understand even dont still respect love like mmm
1.6,English, keep drive slow lol
3.2,English,want number hit wit “mmm mmm” http
1.8,English, happi birthday long live gemini mine june th
2.8,English,hate brother book vaccin isnt tell liter definit gatekeep
1.8,English, isnt team youtub seri
1.2,English,yooo whi quiet today🤨🤨
2.75,English, good morn come muslim
1.5,English,hung
1.4,English,give sippi lid starbuck almost return whole drink
1.2,English, sen aquariu power well
1.75,English, pretti reckless rest band men
3.25,English, thought ac dc day youfacewithstuckouttonguewinkingeyefacewithstuckouttonguewinkingeyefacewithstuckouttonguewinkingey
1.0,English,  wow nice project let us go join fire    sana airdrop
1.4,English, dem support antifa
2.2,English,ـ life short spend peopl make happi dove http
1.6,English,  busi week wendi
2.0,English,  worri broken jar swallow glass
1.0,English,lyric geniu makeup drawer wrong “and know youv know iv been”
1.75,English,tire sleep day long still want go sleep
3.8,English,dick get bigger everi week speaknoevilmonkeyeggplantthinkingfaceflushedface🥺🤯 http
1.6,English,ofc rm band best wait grief 
1.4,English,one thing cardi b know deliv fire song fire featur never sound
2.2,English,intimaci name game moon travel aquariu http
1.0,English,strom come nationwantsbehanji
1.0,English, grrrr
1.6,English,call oxygenman  rt agr http
3.666666667,English, add timelinedoubleexclamationmark️
1.8,English,   joke help loudlycryingfac
1.6,English,   great stuff alway
1.75,English, know big lie part coco echo fighter smash
1.5,English, happi bubbl jpop 🥺
1.5,English,idea face u 🥲
4.0,English,cant sex anyon lol ppl wild
3.0,English,  cannot believ valu famili
1.4,English,im vote  bbmastopsoci rt vote http
1.8,English,  kind thank 
1.666666667,English,  🥺🥺 home astro ye
1.2,English, thank alert fabul oat bar
1.6,English,done took pen mark name inamaanishathinkingfacethinkingfacethinkingfacethinkingfacethinkingfac
2.0,English, ofc focu anyon way
1.2,English,two goal facewithtearsofjoy
1.25,English,  hurt ethnoobsess feel human stop danger role play
2.75,English, thought love one may rip
1.0,English,dare say god menu impact kpop relea last year
1.8,English, quit high comparison last week
3.6,English,  gloriou firefir
2.0,English, wah gotta go see bro okay run mario hous
4.0,English,ill year till end time mewsuppasit  mycandyheroxmew
2.4,English,wish onli capricorn could see post cau lot yall annoy idk big account
3.2,English, would like talk babe
1.8,English, never get sweet blue stud
1.0,English,good
2.2,English,comfort person would namjoon
1.0,English, nice dayi 
3.5,English, lol
1.2,English, dood seriou 🥲
2.5,English,ye
1.5,English, like ln jr gb
3.333333333,English,ju wish ass fat snd stomach flat facewithrollingey
1.8,English, exactli fool come back later price back normal buy peak instead personfacepalmingmediumskintone‍malesign️
2.4,English, scaramouch want corrupt think go ahead 
1.0,English, except classic music also crusad
1.25,English,  disappointedfac
1.6,English, wall runningjump certain tricki place seenoevilmonkey
2.333333333,English,congrat maddi sampsonbrown  commit 
1.6,English,imagin think  much tribut rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaugh
2.0,English, know rain like good  week
3.2,English,  beauti like ancient egyptian pharaoh
2.75,English, love u sm 🥺🥺🥺
1.25,English, doe impli
1.75,English,  u wouldnt want anyon see mr vi
2.25,English,everi tayriana stan bia argument dumb gener strong
2.2,English,take med eat hydrat feel margin better done three
2.2,English,cooki shape like lancer face mayb cooki
1.75,English, becau good person agr run worst human aliv
3.4,English,got biggest heartach final end come
1.4,English,help bia crisi know word bia realli exist stan txt http
1.0,English,horizon zero dawn may leav playstat exclu pc  http http
1.8,English, wonder save lui suarez
1.2,English, good day saw tweet  lh
2.8,English, good night
2.0,English,  came mention angri write novel take advic get lost lmaooo
1.0,English,hall famer mayb first rooki card show metal bat thinkingfac ping http
3.5,English,im go keep camera make day life blog dude
3.8,English,alway forev could stay alon togeth
1.0,English,return fairi novakaru http
2.2,English,canelo broke man cheek loudlycryingfac
1.0,English,dutch maestro reveal talk barcelona four week could come agreement 🇳🇱 lfc http
1.0,English, advanc box score super inform im even sure exist anymor
2.0,English, think clemson come back
1.0,English, mateosaga ghostedjay least biggest
1.0,English,hey best cole record ever ever ever
1.0,English,  u save £ mou u ££
1.0,English,kırk sekiz vote loui bestfanarmi iheartaward
2.0,English,book alchemist alway special place heart
1.2,English,im goin right time leav immedi time lol
1.6,English,need laughwhat watch
1.0,English, well yeah
2.0,English, cute redheart️redheart️ enjoy
1.0,English,account dubai http
1.6,English,joe biden liter go pay peopl come hou tell go fuck crazi time
1.0,English, whi urg peopl stay home one let trumpanz fight cop watch tv
1.6,English,rt repli  vote btsarmi bestfanarmi iheartaward 
3.0,English,know dont say thing say thing
1.0,English, jai shree ramfoldedhand
1.0,English,  hii team  mania still got prize
3.0,English,  happen woman make father coat tail congratul ladi 
2.0,English,fuck
1.0,English, explod
2.8,English,sparklingheart damn sexi sparklingheartsparklingheartsparklingheartsparklingheartsparklingheartsparklingheartsparklingheartsparklingheartsparklingheartsparklingheart  http
1.0,English,fun packag stuff 🥺 thank first ever order http
1.6,English, pray redheart️ http
2.0,English, well first time ever
2.0,English,instagram full stolen artwork even care
2.75,English, still
1.0,English,new research show new research bozo ask mate support cockey opinion
4.0,English,cant even nice nigga without dick get hard ugh  realli hate yall
1.0,English,  yt
2.2,English,hi want let know invit annual parti 🥳 read flyer inform thank http
2.0,English,  fellow teacher spittak rollingonthefloorlaugh
1.6,English,whi make playlist therapeut thing ever
2.0,English, tl silent tl silenc
1.75,English,shelbi harri damn good
2.2,English, yip got famili plan
2.8,English,ask want come say “if want” ima go next nigga crib simpl
1.2,English,expect movi watch theatr sooraraipotru valimai miss sooraraipotru movi theatr http
1.25,English,look go panda cub xiao qi ji goe rock climb get cuddl mama video http
1.0,English, think real question ask bet ani hor trainer earth  field
1.0,English, mike trout come back surpri us lead start seri
1.5,English,http   bought mbe pick debt
1.75,English, marcu joke swear 🤏mediumlightskinton
1.0,English,  long one need bring proof singl lawsuit succeed
1.25,English, long tax money pay pfizer
1.4,English,  investig januarythcommitt  
2.5,English, homi ugli hellrollingonthefloorlaugh
2.75,English, know think iv ever seen happi
3.0,English,last week flat live  year  sucksss  im excit next place though 
1.4,English, good thing live florida tax kill tennesse load everi time head
2.0,English, wan dispo soon go put mind
2.2,English, evict rd offen
1.4,English,dutch triniti nicknam greatest trio footbal histori thread http
1.0,English, want play half
1.0,English,peopl watch mcd ye true dualiti astro concept http
1.4,English,aggress feminist shaafacewithtearsofjoy
1.0,English,algeria purcha  mt option origin wheat tender wednesday agrichart
1.0,English,sutton keeper trojan trail   remain http
1.6,English,turn wed singer “i dont know thought definit wasnt wed singer”  
1.333333333,English,chief pawankalyan fulli recov covid   🥰 stay safe everyon wear mask http
2.0,English, fair onli happen  time rest inherit
1.8,English,probabl jack mistak 
1.0,English,en gard student learn fenc  bethediff http
1.4,English,new hashtag trumpmusttestifi
1.0,English, cannot download  http
1.75,English,beauti pain beauti everyth
2.6,English, bodi readi
1.5,English,wonder mani hangov hell morn 🤭🇬🇧soccerball️
1.666666667,English, need webst http
2.0,English, even bad lool want mock hair
2.0,English,    everi time luci footbal
1.6,English,made krówki good
1.5,English,“identifi problem give power energi solutions” – toni robbin personaldevelop tonyrobbin
2.666666667,English,buy rakhi rs take rs brother http
2.0,English,hit lick fuck hit differ  nigga could help didnt gon get offend
2.5,English,lowkey wanna talk like old day
2.2,English, creditcardcollisioncollisioncreditcardcollisioncollisioncollis want
2.8,English,septemb im gonna make  year loona im sensit
1.4,English,     super sir reflect thought  sir
1.2,English, imperson jr ewe drink whiski cackl genuin use crack
3.2,English, dont neck tattoo u give neck
2.0,English,absolut nut love thank much epic weekend back  blood beta http
1.6,English,scott morrison say ga alway major contributor australia prosper http  auspol
2.2,English,taeyong say “i dont judge” know lie
1.0,English, report hack instagram onli person success restor disabl min
2.0,English, thought today mf loudlycryingfac
1.2,English,  bye asf
3.0,English, funni watch honest look goofi lol http
1.5,English,good morn face book friend wish happi one get day time tigress akshara bb
2.8,English, onli short men want kiss girl friend
1.6,English,yo sad
1.666666667,English, exact whi dont want put hugh oshi list foldedhand
2.0,English, fofo
1.0,English, mayb la vega im think want close la possibl game show host purpos
1.0,English,  equiti requir
1.8,English,love fuck nobodi school scare logan xmenathom
1.75,English,  wer talmbout dude last time share time middl team tweet “i hate here”
1.0,English, book disappear
1.333333333,English,left apart painter tarp came back  day pick new couch 
3.5,English,shoutout ex new girl problem come favor get leav alon
1.25,English, averag bi western colleg educ standard iq tweet day
1.4,English,year great becau potenti endless half way
1.2,English, work hard achiev goal http
1.4,English, hey plea checkout pin tweet help donat loaf  bread plea foldedhandsfoldedhand
1.0,English, oh god complet tool
1.0,English, share link peopl long list
1.0,English,indexpointingup️ iyer indexpointingup️ rana man shardul thakur get two fire cskvkkr  iplfin
1.0,English,watch mavsrocket lotteri reason kelli olynyk  pt careerhigh  rebound rocket   second go
1.2,English,“wraith”  platform fire http
2.8,English, yeah tripl dare wont
1.6,English, realli kawaii
2.2,English, pretti badass sign last tweet presenc miss sir bullish bid well clinkingbeermug
1.0,English,competit human empow siteindia easili plea  olymp coin http http
1.5,English,first fbg year   draft  hole think http
1.75,English,took four month ya girl order neon orang kick half price love drawn love stori http
3.75,English,’m asham curv im thick loke bodi twoheart http
1.6,English,onli differ standard social democrat social size mob door steal
1.0,English, empti countri illeg immigr support
2.4,English, would describ condit aid vaid
1.0,English,us hou market move gradual back “balance” – well fargo http unitedst bank hou
1.5,English,  broskullskullskul chilllllll
2.25,English, beh beh
1.25,English,thank shitpost hard bother make point longgatogang http
1.0,English,white supremaci look like http
1.0,English, nice
1.6,English, ugh true open debat merit manchin compromis
